ParentOrderID,Symbol,LegSymbols,TradeCurrency,NumChildEvents,NumParentEvents,Trader,Account,SubAccount,AlgoName,AlgoUrgency,LP,AvgChildOrderQuantityUSD,TradeQuantityUSD,SpreadPaidPMChildOrders,ArrivalTime,ArrivalPrice,LimitPrice,SubmissionTime,SubmissionPrice,FirstFillTime,FirstFillPrice,LastTime,LastPrice,OrderQuantityUSD,OrderQuantity,Side,CurrencyPositions,AllInPrice,AllInNetPrice,ExecutionScore,ReversalScore,PrincipalMid,RiskTransferPrice,TradeQuantity,SlippageToArrivalMidTradePM,SlippageToArrivalMidTradeNetPM,SlippageToArrivalMidRemainPM,RemainQuantity,Duration,SlippageToArrivalMidPM,SlippageToArrivalMidNetPM,Date,TWAPPrice,SlippageToTWAPMidPM,SlippageToTWAPMidNetPM,TradeIntensity,OrderIntensity,RiskTransferCostReportedPM,G10EM,TimeZoneArrive,TimeZoneEnd,TradeSizeBucketUSDM,HourArrive,HourEnd,RiskTransferCostStaticPM,DailyVolatilityPct,RiskTransferCostVolBumpPM,RiskTransferCostModelPM,ArrivalVolatilityPct,RiskTransferCostTradefeedrPM,AssumedRisk,SlippageToArrivalMidRemainNetPM,ArrivalMidPerfBPS,ArrivalMidPerfTradeBPS,ArrivalMidPerfRemainBPS,ArrivalMidPerfNetBPS,ArrivalMidPerfTradeNetBPS,ArrivalMidPerfRemainNetBPS,TWAPMidPerfBPS,TWAPMidPerfNetBPS,SubmissionMidPerfTradeBPS,SubmissionMidPerfTradeNetBPS,FirstFillMidPerfTradeBPS,FirstFillMidPerfTradeNetBPS,SubmissionMidPerfRemainBPS,SubmissionMidPerfRemainNetBPS,FirstFillMidPerfRemainBPS,FirstFillMidPerfRemainNetBPS,SubmissionMidPerfBPS,SubmissionMidPerfNetBPS,FirstFillMidPerfBPS,FirstFillMidPerfNetBPS,TWAPPriceSubmission,TWAPPriceArrival,TWAPPriceFirstFill,TWAPPriceHalfSpeed,TWAPSubmissionMidPerfBPS,TWAPArrivalMidPerfBPS,TWAPFirstFillMidPerfBPS,TWAPHalfSpeedMidPerfBPS,ReversalBPSNeg10s,ReversalBPSNeg5s,ReversalBPSNeg1s,ReversalBPS0,ReversalBPS1s,ReversalBPS5s,ReversalBPS10s,ReversalBPS30s,ReversalBPS1m,ReversalBPS5m,ReversalBPS10m,SlippageToArrivalMidTradeUserPM,SlippageToArrivalMidTradeBankPM,ArrivalMidPerfTradeUserBPS,ArrivalMidPerfTradeBankBPS,UploadID,UploadedBy,ModifiedBy
20180921-A09,USDJPY,['USDJPY'],USD,21,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP2,2221739.13,51100000,24.71575497,1.53755E+12,112.5905,,1.53755E+12,112.5905,1.53755E+12,112.5895,1.53755E+12,112.606,100000000,100000000,S,"OrderedDict([('USD', -51100000.0), ('JPY', 5753553276.650001)])",112.5939976,112.5939976,31.96770727,1.190248315,,,51100000,-31.06466448,-31.06466448,-137.6670323,48900000,350,-83.19322234,-83.19322234,21/09/2018,112.5962023,19.58111398,19.58111398,8.76,17.14285714,,G10,NewYork,NewYork,50-100,17,17,500,4.050727628,,,3.445387532,210.1246215,1.624089365,-137.6670323,0.831932223,0.310646645,1.376670323,0.831932223,0.310646645,1.376670323,-0.188342957,-0.19581114,0.310646645,0.310646645,0.399467633,0.399467633,1.376670323,1.376670323,1.465500779,1.465500779,0.831932223,0.831932223,0.920757842,0.920757842,112.5961183,112.5961183,112.5967003,112.6071838,-0.188342957,-0.188342957,-0.240030823,-1.17099211,-0.133207822,-0.044402607,0.044402607,0,0.088805215,0.088805215,0.444026073,-0.133207822,-0.044402607,1.8205069,3.019377298,0,-31.06466448,0,0.310646645,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180921-A10,AUDUSD,['AUDUSD'],AUD,24,2,Algo,Algo,DefaultSubAccount,Sweep,,LP1,1415089.864,36792882.18,56.40209891,1.53756E+12,0.728325,,1.53756E+12,0.728325,1.53756E+12,0.728325,1.53756E+12,0.72837,72837000,100000000,B,"OrderedDict([('AUD', 50514000.0), ('USD', -36794411.620000005)])",0.728400278,0.728400278,5.459220258,0.473113946,,,50514000,103.3578322,103.3578322,61.78560395,49486000,5,82.78539933,82.78539933,21/09/2018,0.728366643,46.17915577,46.17915577,441.5145862,874.044,,G10,NewYork,NewYork,0-50,19,19,500,7.792565216,,,5.893867396,503.8822134,0.373429227,61.78560395,-0.827853993,-1.033578322,-0.61785604,-0.827853993,-1.033578322,-0.61785604,-0.481265985,-0.461791558,-1.033578322,-1.033578322,-1.033578322,-1.033578322,-0.61785604,-0.61785604,-0.61785604,-0.61785604,-0.827853993,-0.827853993,-0.827853993,-0.827853993,0.728365224,0.728365224,0.728365224,0.728365127,-0.481265985,-0.481265985,-0.481265985,-0.482600941,0.617817867,0.617817867,-0.137292859,0,0.205939289,-0.274585719,-0.205939289,-0.274585719,-0.549171438,-0.549171438,-2.128039321,0,103.3578322,0,-1.033578322,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180921-A11,EURUSD,['EURUSD'],EUR,13,2,Algo,Algo,DefaultSubAccount,Iceberg,,LP1,3185227.067,47775162.01,15.49465673,1.53756E+12,1.174995,,1.53756E+12,1.174995,1.53756E+12,1.174985,1.53756E+12,1.174905,117490500,100000000,S,"OrderedDict([('EUR', -40663000.0), ('USD', 47777665.7)])",1.174966574,1.174966574,53.88626313,46.16947879,,,40663000,24.19207579,24.19207579,76.59607062,59337000,682,55.28703421,55.28703421,21/09/2018,1.174985228,15.87527539,15.87527539,4.203093432,10.33640762,,G10,NewYork,NewYork,0-50,19,19,500,6.065432664,,,4.806709437,335.4773263,3.394664287,76.59607062,-0.552870342,-0.241920758,-0.765960706,-0.552870342,-0.241920758,-0.765960706,-0.159929366,-0.158752754,-0.241920758,-0.241920758,-0.156815347,-0.156815347,-0.765960706,-0.765960706,-0.680859756,-0.680859756,-0.552870342,-0.552870342,-0.467767578,-0.467767578,1.174985366,1.174985366,1.174985228,1.174961552,-0.159929366,-0.159929366,-0.158759559,0.042747854,-0.085113264,-0.255339793,-0.255339793,0,0,-0.085113264,-0.127669897,-0.085113264,-0.127669897,0.170226529,-0.255339793,0,24.19207579,0,-0.241920758,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180924-A00,GBPUSD,['GBPUSD'],GBP,13,2,Algo,Algo,DefaultSubAccount,AggressivePOL,,LP3,9752456.212,146294519,33.11357259,1.53778E+12,1.31211,,1.53778E+12,1.31211,1.53778E+12,1.312125,1.53778E+12,1.312235,262447000,200000000,S,"OrderedDict([('GBP', -111485000.0), ('USD', 146281999.1)])",1.312122705,1.312122705,33.26919709,0.752584064,,,111485000,-9.68268351,-9.68268351,-95.26640297,88515000,327,-47.55989815,-47.55989815,24/09/2018,1.312162738,30.50960975,30.50960975,26.843031,48.15541284,,G10,London,London,100-200,9,9,500,8.788472097,,,11.28959094,866.9674619,3.405886043,-95.26640297,0.475598981,0.096826835,0.95266403,0.475598981,0.096826835,0.95266403,-0.304809631,-0.305096097,0.096826835,0.096826835,-0.017492648,-0.017492648,0.95266403,0.95266403,0.838334762,0.838334762,0.475598981,0.475598981,0.361275168,0.361275168,1.312162701,1.312162701,1.31216295,1.312298607,-0.304809631,-0.304809631,-0.306707292,-1.340412627,-0.114308794,0,0,0,0,0,0.190514656,0.723955694,1.52411725,1.486014319,-0.952573281,0,-9.68268351,0,0.096826835,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180924-A01,AUDUSD,['AUDUSD'],AUD,9,2,Algo,Algo,DefaultSubAccount,Sweep,,LP1,6288954.196,69177307.4,57.23592186,1.53779E+12,0.727345,,1.53779E+12,0.727345,1.53779E+12,0.72736,1.53779E+12,0.72734,145468000,200000000,B,"OrderedDict([('AUD', 95110000.0), ('USD', -69182455.65)])",0.72739413,0.72739413,0,100,,,95110000,67.54642433,67.54642433,-6.874316865,104890000,12,28.51646661,28.51646661,24/09/2018,0.727357,51.04722165,51.04722165,345.886537,727.34,,G10,London,London,50-100,11,11,500,7.723277561,,,7.6483946,771.4098014,0.573370209,-6.874316865,-0.285164666,-0.675464243,0.068743169,-0.285164666,-0.675464243,0.068743169,-0.513913197,-0.510472217,-0.675464243,-0.675464243,-0.469225061,-0.469225061,0.068743169,0.068743169,0.274967004,0.274967004,-0.285164666,-0.285164666,-0.078933532,-0.078933532,0.72735675,0.72735675,0.727356744,0.727348678,-0.513913197,-0.513913197,-0.513995679,-0.624896687,-0.274974565,-0.206230924,0,0,0,0,-0.137487282,-0.274974565,-0.137487282,1.099898259,2.406027442,0,67.54642433,0,-0.675464243,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180924-A02,AUDUSD,['AUDUSD'],AUD,9,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP2,5492264.009,60413077.2,29.75433011,1.53779E+12,0.72715,,1.53779E+12,0.72715,1.53779E+12,0.72714,1.53779E+12,0.72708,145416000,200000000,S,"OrderedDict([('AUD', -83090000.0), ('USD', 60413106.49)])",0.727080354,0.727080354,58.96283143,0.426426965,,,83090000,95.77921497,95.77921497,96.26624493,116910000,601,96.06390833,96.06390833,24/09/2018,0.727069919,-14.35273873,-14.35273873,6.031255627,14.51740433,,G10,London,London,50-100,11,11,500,7.723277561,,,7.994242051,757.0055008,4.057716839,96.26624493,-0.960639083,-0.95779215,-0.962662449,-0.960639083,-0.95779215,-0.962662449,0.134436651,0.143527387,-0.95779215,-0.95779215,-0.820280223,-0.820280223,-0.962662449,-0.962662449,-0.82515059,-0.82515059,-0.960639083,-0.960639083,-0.823127196,-0.823127196,0.72707058,0.72707058,0.727066704,0.727203771,0.134436651,0.134436651,0.187736643,-1.697139659,0.825218683,0.068768224,0.068768224,0,0,0.412609341,0.550145789,0.825218683,2.131814931,3.713484073,4.401166309,0,95.77921497,0,-0.95779215,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180924-A03,EURUSD,['EURUSD'],EUR,7,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP1,34348571.95,308904362.2,27.62351619,1.5378E+12,1.178035,,1.5378E+12,1.178035,1.5378E+12,1.17893,1.5378E+12,1.177815,588907500,500000000,B,"OrderedDict([('EUR', 262269000.0), ('USD', -309145687.04)])",1.17873525,1.17873525,40.0262956,0.191911823,,,262269000,594.4216463,594.4216463,-186.751667,237731000,1595,223.0034204,223.0034204,24/09/2018,1.178584541,127.8727082,127.8727082,11.62022679,22.15326019,,G10,London,London,200-500,14,15,500,5.960237166,,,9.826694978,746.171075,5.101369054,-186.751667,-2.230034204,-5.944216463,1.86751667,-2.230034204,-5.944216463,1.86751667,-1.279312032,-1.278727082,-5.944216463,-5.944216463,1.651925864,1.651925864,1.86751667,1.86751667,9.457728618,9.457728618,-2.230034204,-2.230034204,5.363288453,5.363288453,1.178584472,1.178584472,1.178616351,1.178023459,-1.279312032,-1.279312032,-1.008795514,-6.042243036,-0.084902977,-0.127354466,0.084902977,0,0,0.127354466,0.127354466,0.169805954,-0.084902977,1.400899123,3.056507176,0,594.4216463,0,-5.944216463,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180924-A04,USDJPY,['USDJPY'],USD,21,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP2,4450782.609,102368000,25.74773048,1.53781E+12,112.6775,,1.53781E+12,112.6775,1.53781E+12,112.6775,1.53781E+12,112.7015,200000000,200000000,S,"OrderedDict([('USD', -102368000.0), ('JPY', 11535716316.51)])",112.6886949,112.6886949,42.90319477,0.099659782,,,102368000,-99.3532033,-99.3532033,-212.997271,97632000,673,-154.8296914,-154.8296914,24/09/2018,112.6914654,24.58481779,24.58481779,9.126419019,17.83060921,,G10,NewYork,NewYork,100-200,17,17,500,3.917253563,,,3.572844838,316.500427,2.177870613,-212.997271,1.548296914,0.993532033,2.12997271,1.548296914,0.993532033,2.12997271,-0.245077086,-0.245848178,0.993532033,0.993532033,0.993532033,0.993532033,2.12997271,2.12997271,2.12997271,2.12997271,1.548296914,1.548296914,1.548296914,1.548296914,112.6914567,112.6914567,112.6914567,112.7084469,-0.245077086,-0.245077086,-0.245077086,-1.752484889,-0.532379782,0.088729964,0,0,0,0.133094945,0.088729964,0.088729964,0.399284836,1.774599273,3.238643674,0,-99.3532033,0,0.993532033,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180924-A05,USDJPY,['USDJPY'],USD,14,2,Algo,Algo,DefaultSubAccount,Sweep,,LP1,15520375,248326000,60.38046315,1.53781E+12,112.6845,,1.53781E+12,112.6845,1.53781E+12,112.6845,1.53781E+12,112.6865,500000000,500000000,B,"OrderedDict([('USD', 248326000.0), ('JPY', -27984506549.549995)])",112.692616,112.692616,0,3.030342909,,,248326000,72.02370008,72.02370008,17.74866996,251674000,25,44.70447222,44.70447222,24/09/2018,112.6858176,60.33045872,60.33045872,595.9824,1200,,G10,NewYork,NewYork,200-500,17,17,500,3.917253563,,,3.536904279,584.3282339,0.419753713,17.74866996,-0.447044722,-0.720237001,-0.1774867,-0.447044722,-0.720237001,-0.1774867,-0.627857321,-0.603304587,-0.720237001,-0.720237001,-0.720237001,-0.720237001,-0.1774867,-0.1774867,-0.1774867,-0.1774867,-0.447044722,-0.447044722,-0.447044722,-0.447044722,112.6855409,112.6855409,112.6856939,112.6881241,-0.627857321,-0.627857321,-0.614283529,-0.398606146,0,0,0,0,-0.088741775,0,-0.532450648,-0.532450648,-0.532450648,-1.68609372,-3.194703891,0,72.02370008,0,-0.720237001,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180924-A06,EURUSD,['EURUSD'],EUR,8,2,Algo,Algo,DefaultSubAccount,Sweep,,LP3,3375030.04,33750443.95,63.5395826,1.53781E+12,1.1756,,1.53781E+12,1.1756,1.53781E+12,1.1756,1.53781E+12,1.175605,58780250,50000000,S,"OrderedDict([('EUR', -28709000.0), ('USD', 33748155.92000001)])",1.175525303,1.175525303,0,0,,,28709000,63.5395826,63.5395826,-4.253147329,21291000,3,34.67208234,34.67208234,24/09/2018,1.175600714,64.1471361,64.1471361,675.0088789,1175.605,,G10,NewYork,NewYork,0-50,18,18,500,5.960237166,,,4.592158053,157.6760878,0.22124172,-4.253147329,-0.346720823,-0.635395826,0.042531473,-0.346720823,-0.635395826,0.042531473,-0.640324981,-0.641471361,-0.635395826,-0.635395826,-0.635395826,-0.635395826,0.042531473,0.042531473,0.042531473,0.042531473,-0.346720823,-0.346720823,-0.346720823,-0.346720823,1.17560058,1.17560058,1.17560058,1.175602539,-0.640324981,-0.640324981,-0.640324981,-0.656994952,-0.042531292,-0.042531292,-0.042531292,0,0,-0.042531292,-0.042531292,-0.042531292,0.212656462,-0.808094556,1.743782988,0,63.5395826,0,-0.635395826,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180924-A07,USDJPY,['USDJPY'],USD,7,2,Algo,Algo,DefaultSubAccount,Iceberg,,LP2,5199666.667,46797000,15.84499871,1.53781E+12,112.7455,,1.53781E+12,112.7455,1.53781E+12,112.733,1.53781E+12,112.7195,100000000,100000000,B,"OrderedDict([('USD', 46797000.0), ('JPY', -5275405099.14)])",112.7295574,112.7295574,45.52027075,24.09215252,,,46797000,-141.4031435,-141.4031435,-230.6078735,53203000,613,-188.862736,-188.862736,24/09/2018,112.7301108,-4.908468662,-4.908468662,4.58045677,9.787928222,,G10,NewYork,NewYork,0-50,18,18,500,3.917253563,,,3.293116811,223.1187163,2.078522738,-230.6078735,1.88862736,1.414031435,2.306078735,1.88862736,1.414031435,2.306078735,0.058716844,0.049084687,1.414031435,1.414031435,0.305373592,0.305373592,2.306078735,2.306078735,1.197519803,1.197519803,1.88862736,1.88862736,0.780022141,0.780022141,112.7302193,112.7302193,112.7266916,112.7267921,0.058716844,0.058716844,-0.254232121,-0.245311164,0,0,0,0,0,0,0,-0.48793687,-0.576652664,-0.576652664,0.532294767,0,-141.4031435,0,1.414031435,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180925-A00,USDJPY,['USDJPY'],USD,9,2,Algo,Algo,DefaultSubAccount,Iceberg,,LP1,4892727.273,53820000,15.31744271,1.53786E+12,112.8975,,1.53786E+12,112.8975,1.53786E+12,112.9025,1.53786E+12,112.927,100000000,100000000,S,"OrderedDict([('USD', -53820000.0), ('JPY', 6076804200.870001)])",112.9097771,112.9097771,32.58317336,64.72831444,,,53820000,-108.7451071,-108.7451071,-261.2989659,46180000,751,-179.1944791,-179.1944791,25/09/2018,112.9143785,40.75191294,40.75191294,4.299866844,7.989347537,,G10,London,London,50-100,8,8,500,3.916606347,,,4.15557939,232.4744252,2.300237875,-261.2989659,1.791944791,1.087451071,2.612989659,1.791944791,1.087451071,2.612989659,-0.407433493,-0.407519129,1.087451071,1.087451071,0.644542922,0.644542922,2.612989659,2.612989659,2.17001395,2.17001395,1.791944791,1.791944791,1.349005443,1.349005443,112.9143776,112.9143776,112.9146382,112.9007563,-0.407433493,-0.407433493,-0.430518876,0.798998258,0.044276391,0.044276391,-0.044276391,0,-0.044276391,-0.044276391,-0.044276391,-0.664145864,-1.195462555,-2.877965411,-5.534548868,0,-108.7451071,0,1.087451071,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180925-A01,AUDUSD,['AUDUSD'],AUD,7,2,Algo,Algo,DefaultSubAccount,Sweep,,LP3,1759219.716,15833085.12,55.20629353,1.53787E+12,0.72455,,1.53787E+12,0.72455,1.53787E+12,0.72455,1.53787E+12,0.72456,36228000,50000000,B,"OrderedDict([('AUD', 21852000.0), ('USD', -15833851.520000001)])",0.724595072,0.724595072,0,100,,,21852000,62.20735504,62.20735504,13.80167,28148000,3,34.95689059,34.95689059,25/09/2018,0.72455,62.20735504,62.20735504,316.6617024,724.56,,G10,London,London,0-50,11,11,500,7.575098388,,,7.511460436,246.0564926,0.28118475,13.80167,-0.349568906,-0.62207355,-0.1380167,-0.349568906,-0.62207355,-0.1380167,-0.62207355,-0.62207355,-0.62207355,-0.62207355,-0.62207355,-0.62207355,-0.1380167,-0.1380167,-0.1380167,-0.1380167,-0.349568906,-0.349568906,-0.349568906,-0.349568906,0.72455,0.72455,0.72455,0.72455,-0.62207355,-0.62207355,-0.62207355,-0.62207355,0.069007398,0.138014795,0,0,0,0,-0.345036988,-0.414044386,-0.345036988,-5.658606603,-5.589599205,0,62.20735504,0,-0.62207355,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180925-A02,EURUSD,['EURUSD'],EUR,12,2,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP3,1666239.451,23326891.2,6.848183964,1.53788E+12,1.17815,,1.53788E+12,1.17815,1.53788E+12,1.178,1.53788E+12,1.17765,58882500,50000000,B,"OrderedDict([('EUR', 19808000.0), ('USD', -23327512.060000002)])",1.177681378,1.177681378,52.17950832,23.11027606,,,19808000,-397.7612427,-397.7612427,-424.3941773,30192000,859,-413.8432739,-413.8432739,25/09/2018,1.177721114,-33.74040294,-33.74040294,1.629352121,4.112863795,,G10,London,London,0-50,12,12,500,5.543293683,,,7.489818227,135.0269945,3.481828119,-424.3941773,4.138432739,3.977612427,4.243941773,4.138432739,3.977612427,4.243941773,0.350186392,0.337404029,3.977612427,3.977612427,2.704774263,2.704774263,4.243941773,4.243941773,2.971137521,2.971137521,4.138432739,4.138432739,2.865615053,2.865615053,1.17772262,1.17772262,1.177674292,1.177659122,0.350186392,0.350186392,-0.060166092,-0.188978584,-1.401095402,0.042457436,0,0,0.127372309,0,-0.339659491,-0.509489237,-0.934063601,3.821169278,-0.891606165,0,-397.7612427,0,3.977612427,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180925-A03,EURUSD,['EURUSD'],EUR,18,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP3,2201679.096,44034203,26.39440058,1.53788E+12,1.17809,,1.53788E+12,1.17809,1.53788E+12,1.177995,1.53788E+12,1.1777,117770000,100000000,B,"OrderedDict([('EUR', 37390000.0), ('USD', -44034744.150000006)])",1.177714501,1.177714501,39.13417122,32.51489665,,,37390000,-318.7356944,-318.7356944,-331.0443175,62610000,365,-326.4421233,-326.4421233,25/09/2018,1.177675157,33.40833466,33.40833466,7.238499123,19.35945205,,G10,London,London,0-50,12,12,500,5.543293683,,,7.513917966,225.9276369,2.269641055,-331.0443175,3.264421233,3.187356944,3.310443175,3.264421233,3.187356944,3.310443175,-0.292885965,-0.334083347,3.187356944,3.187356944,2.381158954,2.381158954,3.310443175,3.310443175,2.504255111,2.504255111,3.264421233,3.264421233,2.458229458,2.458229458,1.177680008,1.177680008,1.177639552,1.177673771,-0.292885965,-0.292885965,-0.636434816,-0.34585118,0,0,0.042455634,0,0,0.339645071,0.254733803,0.721745776,1.740680988,-0.509467606,1.952959158,0,-318.7356944,0,3.187356944,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180925-A04,EURUSD,['EURUSD'],EUR,10,2,Algo,Algo,DefaultSubAccount,AggressivePOL,,LP3,5286493.717,63433011.35,26.99993751,1.53789E+12,1.177235,,1.53789E+12,1.177235,1.53789E+12,1.17714,1.53789E+12,1.177105,117710500,100000000,S,"OrderedDict([('EUR', -53889000.0), ('USD', 63436211.78000001)])",1.177164393,1.177164393,28.68818428,75.43603297,,,53889000,59.97689048,59.97689048,110.4282492,46111000,173,83.24051652,83.24051652,25/09/2018,1.177228783,54.69611362,54.69611362,21.99988833,40.82445087,,G10,London,London,50-100,16,16,500,5.543293683,,,6.349482591,223.5559536,1.562549549,110.4282492,-0.832405165,-0.599768905,-1.104282492,-0.832405165,-0.599768905,-1.104282492,-0.547261182,-0.546961136,-0.599768905,-0.599768905,0.207223485,0.207223485,-1.104282492,-1.104282492,-0.297330819,-0.297330819,-0.832405165,-0.832405165,-0.02543155,-0.02543155,1.177228818,1.177228818,1.177229095,1.177167564,-0.547261182,-0.547261182,-0.549614545,-0.026939997,1.359267015,0.934496073,-0.212385471,0,0,0.382293848,0.892018979,0.679633508,-0.29733966,0.29733966,1.741560863,0,59.97689048,0,-0.599768905,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180925-A05,EURUSD,['EURUSD'],EUR,14,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP2,3720292.635,59518291.72,25.24272194,1.53789E+12,1.17731,,1.53789E+12,1.17731,1.53789E+12,1.17731,1.53789E+12,1.177065,117706500,100000000,S,"OrderedDict([('EUR', -50565000.0), ('USD', 59523179.59000001)])",1.17716167,1.17716167,36.45599933,21.28877762,,,50565000,125.9907297,125.9907297,208.1015196,49435000,423,166.5821987,166.5821987,25/09/2018,1.177203248,35.3190223,35.3190223,8.442310883,16.69595745,,G10,London,London,50-100,16,16,500,5.543293683,,,5.672208237,227.1145833,2.443323264,208.1015196,-1.665821987,-1.259907297,-2.081015196,-1.665821987,-1.259907297,-2.081015196,-0.386324114,-0.353190223,-1.259907297,-1.259907297,-1.259907297,-1.259907297,-2.081015196,-2.081015196,-2.081015196,-2.081015196,-1.665821987,-1.665821987,-1.665821987,-1.665821987,1.177207148,1.177207148,1.177204619,1.177258286,-0.386324114,-0.386324114,-0.364843825,-0.820691233,0,0,0,0,-0.042478538,0.297349764,0.169914151,1.784098584,1.571705896,3.738111319,1.189399056,0,125.9907297,0,-1.259907297,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180925-A06,USDJPY,['USDJPY'],USD,15,2,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP1,5560470.588,94528000,6.745782644,1.5379E+12,112.9495,,1.5379E+12,112.9495,1.5379E+12,112.9455,1.5379E+12,112.9505,200000000,200000000,B,"OrderedDict([('USD', 94528000.0), ('JPY', -10676792339.42)])",112.9484633,112.9484633,27.42427135,58.52385457,,,94528000,-9.17838218,-9.17838218,8.853514181,105472000,2125,0.330918685,0.330918685,25/09/2018,112.9410665,65.49295498,65.49295498,2.669025882,5.647058824,,G10,NewYork,NewYork,50-100,17,17,500,3.916606347,,,3.53240146,317.404508,3.869298624,8.853514181,-0.003309187,0.091783822,-0.088535142,-0.003309187,0.091783822,-0.088535142,-0.653706891,-0.65492955,0.091783822,0.091783822,-0.262366037,-0.262366037,-0.088535142,-0.088535142,-0.442691387,-0.442691387,-0.003309187,-0.003309187,-0.357462413,-0.357462413,112.9410803,112.9410803,112.9409726,112.9502532,-0.653706891,-0.653706891,-0.663243686,0.158467646,0.044267179,0,0,0,0,0.044267179,0.088534358,0.044267179,-0.531206148,0,-0.752542043,0,-9.17838218,0,0.091783822,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180925-A07,GBPUSD,['GBPUSD'],GBP,22,2,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP3,1538494.837,36916669.34,8.618407211,1.5379E+12,1.31674,,1.5379E+12,1.31674,1.5379E+12,1.31674,1.5379E+12,1.31629,65814500,50000000,B,"OrderedDict([('GBP', 28046000.0), ('USD', -36924194.32)])",1.316558344,1.316558344,47.98345386,27.66644942,,,28046000,-137.9589218,-137.9589218,-341.7531175,21954000,643,-227.4408773,-227.4408773,25/09/2018,1.31656838,-7.622870838,-7.622870838,3.444790296,6.141321928,,G10,NewYork,NewYork,0-50,17,17,500,8.758750292,,,6.502432069,352.1993267,4.759819565,-341.7531175,2.274408773,1.379589218,3.417531175,2.274408773,1.379589218,3.417531175,0.082764421,0.076228708,1.379589218,1.379589218,1.379589218,1.379589218,3.417531175,3.417531175,3.417531175,3.417531175,2.274408773,2.274408773,2.274408773,2.274408773,1.31656924,1.31656924,1.316568707,1.316498147,0.082764421,0.082764421,0.078712709,-0.457248256,-0.455826604,0,0.075971101,0,0,-0.531797704,-0.531797704,-0.303884402,0.227913302,-1.367479811,-2.962872923,0,-137.9589218,0,1.379589218,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180925-A08,EURUSD,['EURUSD'],EUR,6,2,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP2,6664342.108,53316283.15,8.497650494,1.5379E+12,1.176545,,1.5379E+12,1.176545,1.5379E+12,1.17675,1.53791E+12,1.17683,117683000,100000000,S,"OrderedDict([('EUR', -45305000.0), ('USD', 53314283.81)])",1.17678587,1.17678587,72.19116711,26.83311806,,,45305000,-204.7262713,-204.7262713,-242.2346787,54695000,1158,-225.2414947,-225.2414947,25/09/2018,1.176724158,-52.44370312,-52.44370312,2.762501718,6.097564767,,G10,NewYork,NewYork,50-100,19,20,500,5.543293683,,,4.393966563,319.5840692,4.042639603,-242.2346787,2.252414947,2.047262713,2.422346787,2.252414947,2.047262713,2.422346787,0.527667745,0.524437031,2.047262713,2.047262713,0.304819807,0.304819807,2.422346787,2.422346787,0.679838538,0.679838538,2.252414947,2.252414947,0.509936302,0.509936302,1.176723778,1.176723778,1.176757038,1.176771501,0.527667745,0.527667745,0.245013498,0.122102623,0.08497404,0.08497404,-0.04248702,0,0,0.04248702,0.04248702,0,-0.127461061,-0.169948081,0.297409142,0,-204.7262713,0,2.047262713,6.00855E+17,TRADEFEEDR,TRADEFEEDR
